"행정구역","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"전라남도 장흥군 장흥읍(4680025000)","6,978","6,978","483","744","730","667","949","1,303","1,105","658","316","23","0","7,306","7,306","476","700","583","656","941","1,156","1,209","807","621","154","3"
"전라남도 장흥군 관산읍(4680025300)","2,212","2,212","61","137","139","123","215","382","549","387","193","25","1","2,341","2,341","55","97","100","89","146","321","528","450","459","93","3"
"전라남도 장흥군 대덕읍(4680025600)","1,489","1,489","33","75","109","88","145","310","363","215","133","17","1","1,597","1,597","58","81","78","68","91","225","333","290","318","52","3"
"전라남도 장흥군 용산면(4680031000)","1,065","1,065","36","48","67","66","120","176","276","171","97","8","0","1,117","1,117","36","46","39","52","56","129","246","197","253","63","0"
"전라남도 장흥군 안양면(4680032000)","1,320","1,320","33","65","66","75","136","265","334","218","111","17","0","1,329","1,329","23","47","56","48","92","196","294","257","242","73","1"
"전라남도 장흥군 장동면(4680033000)","544","544","7","14","27","29","48","107","142","93","69","8","0","594","594","15","14","21","24","27","65","142","112","142","30","2"
"전라남도 장흥군 장평면(4680034000)","971","971","17","30","78","40","85","204","244","159","105","9","0","1,006","1,006","18","33","49","35","40","148","195","174","271","42","1"
"전라남도 장흥군 유치면(4680035000)","485","485","2","8","28","16","39","124","147","70","46","5","0","473","473","4","11","19","11","15","86","132","80","97","18","0"
"전라남도 장흥군 부산면(4680036000)","663","663","15","27","39","24","55","155","142","104","85","16","1","687","687","13","25","39","17","40","101","121","119","175","37","0"
"전라남도 장흥군 회진면(4680037000)","1,275","1,275","32","79","106","69","119","232","281","213","132","12","0","1,277","1,277","29","65","57","36","81","192","290","279","214","33","1"
"전라남도 강진군 (4681000000)","15,922","15,922","692","1,153","1,329","1,085","1,713","2,910","3,501","2,202","1,216","119","2","16,665","16,665","713","1,061","982","1,010","1,490","2,334","3,313","2,668","2,529","555","10"
"전라남도 강진군 강진읍(4681025000)","6,225","6,225","396","642","692","536","800","1,087","1,110","644","298","19","1","6,716","6,716","421","604","582","561","842","1,055","1,152","778","602","115","4"
"전라남도 강진군 군동면(4681031000)","2,136","2,136","122","176","183","178","217","375","470","265","140","10","0","2,182","2,182","111","137","120","159","198","325","405","321","323","80","3"
"전라남도 강진군 칠량면(4681032000)","1,051","1,051","23","41","70","42","93","200","281","168","124","9","0","1,053","1,053","22","43","46","33","61","138","237","211","226","35","1"
"전라남도 강진군 대구면(4681033000)","503","503","14","16","20","24","50","108","122","99","45","5","0","541","541","16","23","16","23","27","59","123","120","113","21","0"
"전라남도 강진군 도암면(4681034000)","1,161","1,161","25","53","53","59","94","209","305","222","128","13","0","1,214","1,214","23","53","38","37","60","138","273","261","261","69","1"
"전라남도 강진군 신전면(4681035000)","806","806","14","40","36","35","79","142","210","151","88","11","0","841","841","24","36","21","20","56","102","203","171","173","34","1"
"전라남도 강진군 성전면(4681036000)","1,292","1,292","31","51","95","72","110","235","334","231","115","18","0","1,316","1,316","26","50","54","61","78","173","289","261","266","58","0"
"전라남도 강진군 작천면(4681037000)","884","884","32","33","51","44","72","175","227","138","99","12","1","892","892","19","35","29","32","48","102","191","183","199","54","0"
"전라남도 강진군 병영면(4681038000)","727","727","11","37","50","34","71","152","174","118","69","11","0","788","788","19","27","33","26","49","98","181","145","170","40","0"
"전라남도 강진군 옴천면(4681039000)","303","303","7","21","20","11","25","60","66","55","32","6","0","294","294","7","19","12","11","14","28","49","55","80","19","0"
"전라남도 강진군 마량면(4681040000)","834","834","17","43","59","50","102","167","202","111","78","5","0","828","828","25","34","31","47","57","116","210","162","116","30","0"
"전라남도 해남군 (4682000000)","32,037","32,037","1,450","2,355","2,659","2,195","3,703","6,180","6,838","4,302","2,170","182","3","31,979","31,979","1,349","2,298","1,923","1,801","3,117","4,700","6,339","5,148","4,439","840","25"
"전라남도 해남군 해남읍(4682025000)","11,674","11,674","898","1,374","1,362","1,078","1,612","2,202","1,783","924","403","38","0","12,038","12,038","843","1,349","1,135","1,063","1,802","2,018","1,792","1,163","726","144","3"
"전라남도 해남군 삼산면(4682031000)","1,379","1,379","29","60","85","92","117","290","353","235","109","9","0","1,366","1,366","32","52","82","49","93","210","311","272","214","47","4"
"전라남도 해남군 화산면(4682032000)","1,487","1,487","48","43","85","88","157","285","356","284","131","9","1","1,452","1,452","32","57","62","58","84","175","350","302","289","42","1"
"전라남도 해남군 현산면(4682033000)","1,313","1,313","34","52","86","60","108","248","365","212","139","9","0","1,326","1,326","20","47","42","41","62","189","306","283","275","57","4"
"전라남도 해남군 송지면(4682034000)","2,796","2,796","103","141","218","186","318","507","692","410","209","12","0","2,839","2,839","106","158","116","122","232","436","653","483","449","82","2"
"전라남도 해남군 북평면(4682035000)","1,255","1,255","22","59","97","50","124","238","300","225","127","13","0","1,312","1,312","22","67","64","42","76","162","302","271","268","38","0"
"전라남도 해남군 북일면(4682036000)","945","945","27","41","56","37","79","201","230","168","101","5","0","987","987","22","44","29","25","66","123","196","219","218","44","1"
"전라남도 해남군 옥천면(4682037000)","1,443","1,443","32","81","89","65","140","310","337","223","149","17","0","1,390","1,390","34","68","58","43","102","221","251","267","289","54","3"
"전라남도 해남군 계곡면(4682038000)","994","994","27","46","39","40","102","172","251","191","114","12","0","1,041","1,041","26","36","22","33","71","107","230","191","270","53","2"
"전라남도 해남군 마산면(4682039000)","1,159","1,159","25","68","68","54","127","253","253","186","111","13","1","1,095","1,095","15","52","30","47","68","127","234","243","227","48","4"
"전라남도 해남군 황산면(4682040000)","2,167","2,167","43","112","132","129","207","377","592","388","167","20","0","2,159","2,159","56","106","60","80","126","284","572","432","372","71","0"
"전라남도 해남군 산이면(4682041000)","1,800","1,800","64","94","106","102","222","367","422","270","149","4","0","1,651","1,651","50","85","77","74","109","194","376","337","281","68","0"
"전라남도 해남군 문내면(4682042000)","1,856","1,856","60","100","117","110","179","345","464","311","158","12","0","1,827","1,827","58","99","72","78","118","245","428","376","299","54","0"
"전라남도 해남군 화원면(4682043000)","1,769","1,769","38","84","119","104","211","385","440","275","103","9","1","1,496","1,496","33","78","74","46","108","209","338","309","262","38","1"
"전라남도 영암군 (4683000000)","27,257","27,257","1,294","2,082","2,781","2,084","4,067","5,568","5,139","2,740","1,337","162","3","24,793","24,793","1,215","1,924","1,849","1,824","2,794","3,984","4,391","3,264","2,982","550","16"
"전라남도 영암군 영암읍(4683025000)","3,862","3,862","223","359","418","275","493","712","742","417","189","33","1","3,916","3,916","212","349","316","282","478","628","672","507","388","81","3"
"전라남도 영암군 삼호읍(4683025300)","8,271","8,271","612","936","974","740","1,651","1,719","1,054","448","128","9","0","7,119","7,119","597","887","697","809","1,229","1,186","907","475","285","45","2"
"전라남도 영암군 삼호읍서부출장소(4683025400)","3,887","3,887","178","313","603","436","799","954","454","110","36","4","0","2,571","2,571","175","276","308","267","407","605","283","125","104","20","1"
"전라남도 영암군 덕진면(4683031000)","858","858","28","45","47","51","87","181","207","130","68","14","0","869","869","21","37","37","38","58","105","174","165","191","41","2"
"전라남도 영암군 금정면(4683032000)","1,020","1,020","14","28","64","43","83","218","288","186","85","11","0","985","985","13","22","38","41","74","148","203","182","213","49","2"
"전라남도 영암군 신북면(4683033000)","1,752","1,752","38","66","125","107","178","333","457","286","139","23","0","1,708","1,708","36","71","62","75","115","262","402","336","298","51","0"
"전라남도 영암군 시종면(4683034000)","1,706","1,706","52","55","118","95","205","315","452","269","137","7","1","1,573","1,573","42","44","58","62","87","188","392","315","325","57","3"
"전라남도 영암군 도포면(4683035000)","1,092","1,092","27","47","96","65","96","211","279","166","94","11","0","1,011","1,011","12","26","49","36","56","152","241","195","216","27","1"
"전라남도 영암군 군서면(4683036000)","1,505","1,505","41","78","117","87","151","293","375","213","133","16","1","1,566","1,566","26","52","85","68","84","219","353","307","307","65","0"
"전라남도 영암군 서호면(4683037000)","877","877","20","38","59","47","79","155","228","142","97","12","0","939","939","26","30","39","30","56","110","201","191","217","37","2"
"전라남도 영암군 학산면(4683038000)","1,375","1,375","46","73","110","71","134","275","324","208","124","10","0","1,491","1,491","36","84","115","76","90","240","311","262","225","52","0"
"전라남도 영암군 미암면(4683039000)","1,052","1,052","15","44","50","67","111","202","279","165","107","12","0","1,045","1,045","19","46","45","40","60","141","252","204","213","25","0"
"전라남도 무안군 (4684000000)","45,359","45,359","3,601","5,090","4,954","5,005","7,419","7,531","6,386","3,736","1,494","142","1","44,797","44,797","3,316","5,032","4,162","4,938","6,961","6,268","6,077","4,180","3,242","603","18"
"전라남도 무안군 무안읍(4684025000)","5,421","5,421","324","568","724","465","737","1,019","870","504","195","15","0","5,460","5,460","316","515","539","434","707","927","910","659","382","70","1"
"전라남도 무안군 일로읍(4684025300)","8,106","8,106","1,158","1,027","562","961","1,692","1,077","880","515","218","16","0","8,121","8,121","1,054","1,069","399","1,158","1,494","883","842","649","467","102","4"
"전라남도 무안군 삼향읍(4684025600)","2,745","2,745","64","128","220","195","270","585","705","411","153","14","0","2,438","2,438","65","124","179","128","185","397","596","384","309","67","4"
"전라남도 무안군 삼향읍남악출장소(4684025800)","17,299","17,299","1,836","2,874","2,343","2,678","3,562","2,480","1,021","381","109","15","0","17,737","17,737","1,694","2,831","2,238","2,774","3,884","2,488","1,120","443","227","38","0"
"전라남도 무안군 몽탄면(4684032000)","1,445","1,445","17","40","113","78","125","300","392","239","122","18","1","1,420","1,420","12","52","75","39","73","196","318","269","328","58","0"
"전라남도 무안군 청계면(4684033000)","3,357","3,357","62","186","568","228","358","597","728","436","171","23","0","3,033","3,033","64","173","404","161","237","456","633","458","370","74","3"
"전라남도 무안군 현경면(4684034000)","2,274","2,274","42","63","135","130","221","492","585","414","177","15","0","2,112","2,112","37","84","108","81","106","293","523","433","378","69","0"
"전라남도 무안군 망운면(4684035000)","948","948","25","35","50","56","100","197","251","166","61","7","0","893","893","20","33","46","43","50","125","226","186","137","24","3"
"전라남도 무안군 해제면(4684036000)","2,345","2,345","51","101","152","114","222","482","578","438","196","11","0","2,265","2,265","39","77","93","75","141","312","555","463","439","69","2"
"전라남도 무안군 운남면(4684037000)","1,419","1,419","22","68","87","100","132","302","376","232","92","8","0","1,318","1,318","15","74","81","45","84","191","354","236","205","32","1"
"전라남도 함평군 (4686000000)","15,433","15,433","480","965","1,184","974","1,688","3,130","3,576","2,100","1,204","131","1","14,960","14,960","488","826","846","795","1,211","2,095","3,018","2,559","2,606","501","15"
